CCL__ID	CCL__form	CCL__meaning_en
C1959	ⲙⲁⲛⲓⲛ, ⲙⲁⲗⲗⲓⲛ, ⲙⲁⲗⲓⲗ	band, cord
C1870	ⲙⲓⲟⲗⲱⲛ, ⲙⲓⲟⲗⲟⲛ, ⲙⲏⲟⲗⲟⲛ	bitumen
C1950	ⲙⲟⲩⲛⲕ	cease, be lacking, perish
C1951	ⲙⲟⲩⲛⲕ	ceasing, absence, destruction
C1934	ⲙⲟⲟⲛⲉ	nurse
C1866	ⲙⲟⲕϩⲥ, ⲙⲟⲭⲥ, ⲙⲁⲕϩⲥ	pain, grief
C1857	ⲙⲕⲁϩ	be painful, difficult, be grieved
C1858	ⲙⲕⲁϩ	pain, difficulty, grief
C1856	ⲙⲟⲩⲕϩ	afflict, oppress
C672	ⲉⲙⲏⲣⲉ, ⲁⲙⲏⲓⲣⲓ	innundation, high water
C2015	ⲙⲟⲣⲧ, ⲙⲁⲣⲧ	beard
C1785	ⲙⲉ, ⲙⲉⲓ	love
C1786	ⲙⲉ	love
C1990	ⲙⲏⲣ	shore , opposite shore
C1999	ⲙⲁⲣ, ⲙⲁⲁⲣ, ⲙⲏⲣ, ⲙⲉⲣ	bundle
C2000	ⲙⲁⲓⲣⲉ, ⲙⲏⲣⲉ, ⲙⲉⲣⲉ	bundle
C2003	ⲙⲟⲣⲥ	binding, restriction
C1991	ⲙⲟⲩⲣ	bind, gird, tie
C1992	ⲙⲟⲩⲣ	band, girth, strap
C2002	ⲙⲣⲣⲉ	chain, bond, joint
C2008	ⲙⲣⲱ, ⲉⲙⲡⲣⲱ	habour, landing stage
C106	ⲁⲙⲣⲏϩⲉ, ⲁⲙⲣⲉϩⲉ, ⲁⲙⲣⲉϩⲓ, ⲙⲣⲉϩⲓ, ⲃⲣⲉϩⲓ, ⲉⲣⲡⲣⲉϩⲓ	bitumen, asphalt
C2025	ⲙⲉⲣⲉϩ, ⲙⲉⲣϩ, ⲙⲉⲣⲏϩ	spear, javelin
C2043	ⲙⲉⲥⲓⲉ, ⲉⲙⲉⲥⲓ	whom . . . bore
C2037	ⲙⲁⲥ, ⲙⲉⲥ	bearing, producing
C2045	ⲙⲁⲥ	young , child
C2046	ⲙⲁⲥⲉ, ⲙⲉⲥⲉ	young animal, esp. calf, bull
C2053	ⲙⲉⲥⲓⲱ, ⲙⲉⲥⲓⲟ	midwife, nurse
C2049	ⲙⲉⲥⲓⲱϯ, ⲙⲏⲥⲓⲱϯ	womb
C2044	ⲙⲏⲥⲉ	one with child
C2035	ⲙⲓⲥⲉ	bear, bring forth
C2052	ⲙⲉⲥⲓⲟ, ⲧⲙⲁⲥⲓⲟ	bring to birth, act midwife
C2047	ⲙⲏⲥⲉ, ⲙⲏⲏⲥⲉ	offspring , usury, interest
C2060	ⲙⲉⲥⲧⲉ, ⲙⲉⲥⲧⲏ	hated person
C2062	ⲙⲉⲥⲧⲉ, ⲙⲉⲥⲧⲏ	hated
C2061	ⲙⲉⲥⲧⲏ	hated person
C2057	ⲙⲟⲥⲧⲉ	hate
C2058	ⲙⲟⲥⲧⲉ	hatred, object of hatred
C2270	ⲙⲏϣⲧⲉ	ford, ferry
C2262	ⲙⲟⲩϣⲧ	examine, search out, visit
C2264	ⲙⲟⲩϣⲧ	consideration, opinion
C2272	ⲙϣⲧⲱⲧⲉ, ⲙⲓϣⲧⲱⲧⲉ	comb
C763	ⲉⲫⲱⲧ, ⲁⲫⲱⲧ, ⲙⲥⲁϩ	crocodile
C2067	ⲙⲥⲁϩ	crocodile
C2203	ⲙⲏⲏϣⲉ	multitude , crowd, troop
C2219	ⲙⲟⲟϣⲉ, ⲙⲟϣⲉ, ⲙⲱϣⲉ	walk, go
C2221	ⲙⲟⲟϣⲉ	going, pace, journey
C2084	ⲙⲁⲧⲉ, ⲙⲁⲁⲧⲉ, ⲙⲉⲧⲉ	reach, obtain, enjoy
C2086	ⲙⲁⲧⲉ	attainment, success
C2150	ⲙⲁⲧⲟⲩ, ⲙⲁⲧⲟⲩⲉ, ⲙⲁⲧⲉ	poison
C2082	ⲙⲟⲩⲧ	sinew, nerve, joint
C2083	ⲙⲟⲧⲉ	neck, shoulders, sinew
C1800	ⲙⲏⲧ	true, real
C2006	ⲙⲉⲉⲣⲉ	midday, day
C1967	ⲙⲛⲧⲣⲉ	witness, testimony
C2116	ⲙⲧⲟ	face, presence
C3614	ⲥⲱⲛⲧ	look
C1801	ⲙⲏ, ⲙⲓ, ⲙⲏ ⲙⲙⲟⲟⲩ, ⲙⲓ ⲙⲙⲟⲟⲩ	urine
C2165	ⲙⲟⲟⲩ	water
C2160	ⲙⲁⲁⲩ	mother
C2161	ⲙⲁⲁⲩ	mother
C2191	ⲙⲁⲟⲩⲥⲉ, ⲙⲁⲟⲩⲥⲓ	an internal organ, liver
C2178	ⲙⲉⲉⲩⲉ, ⲙⲉⲩⲉ, ⲙⲉⲉⲩ	think
C2181	ⲙⲉⲉⲩⲉ	thought, mind
C1822	ⲙⲟⲩⲉ, ⲙⲟⲩⲉⲓ, ⲙⲟⲩ, ⲙⲟⲩⲓ	island
C1823	ⲙⲟⲩⲉ, ⲙⲟⲩⲉⲓ, ⲙⲟⲩ, ⲙⲟⲩⲓ	island
C1824	ⲙⲟⲩⲓ, ⲙⲟⲩⲟⲩⲓ	new
C1825	ⲙⲟⲩⲓ, ⲙⲟⲩⲉⲓ	lion, lioness
C1826	ⲙⲟⲩⲓ, ⲙⲟⲩⲉⲓ	lion, lioness
C1827	ⲙⲟⲩⲓⲏ, ⲙⲓⲏ, ⲙⲩⲏ, ⲙⲓⲉ	lioness
C1819	ⲙⲟⲩⲉ, ⲙⲱⲟⲩⲓ	light, brightness
C2297	ⲙⲟⲩϩ	burn, glow
C2298	ⲙⲟⲩϩ	burning, inflammation
C4332	ⲧⲙϩⲟ	set on fire, kindle
C4333	ⲧⲙϩⲟ	burning, heat
C1841	ⲙⲟⲩⲕⲓ	ladder
C2071	ⲙⲓⲧ	parsley, celery
C1789	ⲙⲉ, ⲙⲉⲉ, ⲙⲏⲉ	truth, justice, true person
C1790	ⲙⲉ, ⲙⲉⲉ, ⲙⲏⲉ	truthful, righteous
C1800	ⲙⲏⲧ	true, real
C1771	ⲙⲁ	place
C617	ⲉ, ⲉⲧ	Relativkonverter
C737	ⲉⲧ, ⲉⲧⲉ, ⲉⲑ, ⲉⲧⲉⲣⲉ, ⲉⲧⲉⲗⲉ, ⲉ	Relativkonverter
C681	ⲉⲛⲧ, ⲛⲧ, ⲉ	relative converter of Perf. I
C2570	ⲛⲟⲩⲧϥ	loosen, dissolve, settle, make terms for
C2571	ⲛⲟⲩⲧϥ	relaxation
C2638	ⲛⲟⲩϥⲧ	swell, be distended
C2072	ⲙⲟⲉⲓⲧ	road, path
C2429	ⲛⲏⲏⲃⲉ	swim, float
C2417	ⲛⲏⲃ	lord, master, owner
C2418	ⲛⲏⲃ	mistress
C2475	ⲛⲓⲙ	every
C2432	ⲛⲟⲃⲉ	sin
C2443	ⲛⲏⲃⲧⲉ	plait, tress
C2442	ⲛⲟⲩⲃⲧ	weave
C2441	ⲛⲟⲩⲃⲥ	Christ's thorn tree
C1971	ⲙⲡⲁⲓ	spindle
C2522	ⲛⲁⲧ	loom
C2527	ⲛⲟⲉⲓⲧ	meal, flour
C2523	ⲛⲟⲩⲧ	grind, pound
C2524	ⲛⲟⲩⲧ	grinding, mill
C2529	ⲛⲟⲩⲧ	gathering of waters, pool
C1644	ⲛⲉϫⲗⲟⲩⲗⲁⲓ ⲉⲃⲟⲗ, ⲛⲟⲩϫⲉ	utter shout
C2691	ⲛⲟⲩϫⲉ	throw, cast
C2704	ⲛⲟⲩϫⲉ	throw, cast
C3194	ⲣⲱⲧⲉⲃ	recline
C2706	ⲛⲟⲩϫⲕ	sprinkle, asperge, scatter
C2707	ⲛⲟⲩϫⲕ	sprinkling
C2558	ⲛⲟⲩⲧⲉⲙ	sweet
C2623	ⲛⲉⲉϥ	sailor
C2628	ⲛⲓϥⲉ, ⲛⲓϥ	breathe, mist
C2627	ⲛⲓϥⲉ	blow, breathe
C2628	ⲛⲓϥⲉ, ⲛⲓϥ	breathe, mist
C2637	ⲛⲟⲩϥⲉ	good
C2633	ⲛⲟϥⲣⲉ	good, profit, advantage
C2651	ⲛⲟⲩϩⲉ	shake, cast off, set apart, separate
C2654	ⲛⲟⲩϩⲉ	sycamore
C2640	ⲛⲉϩ	oil
C2644	ⲛⲟⲩϩ	rope, cord
C2658	ⲛⲁϩⲃ, ⲛⲁϩϥ	shoulders, back, neck
C2656	ⲛⲁϩⲃ, ⲛⲁϩⲃⲉϥ	yoke
C2446	ⲛⲟⲉⲓⲕ	adulterer
C1637	ⲗⲉⲗⲟⲩ	youth, maiden
C1638	ⲗⲉⲗⲟⲩ	youth, maiden
C2498	ⲛⲏⲛⲓ	honeycomb
C2499	ⲛⲏⲛⲓ	honeycomb
C2486	ⲛⲟⲉⲓⲛ	shake, tremble
C2487	ⲛⲟⲉⲓⲛ	shaking
C2490	ⲛⲟⲩⲛ	abyss
C1596	ⲗⲱⲕ	be soft, fresh
C1597	ⲗⲱⲕ	softness, freshness
C2510	ⲛⲟⲩⲣⲉ	vulture
C2511	ⲛⲟⲩⲣⲉ	vulture
C2860	ⲡⲁⲡⲉⲓⲧ	brick-maker
C2859	ⲡⲱⲱⲡⲉ	knead , make bricks
C2790	ⲡⲉ	heaven, sky
C4392	ⲧⲡⲉ	what is above, upper part
C2802	ⲡⲟⲓ, ⲫⲟⲓ	bench
C2925	ⲡⲱⲧ	run, flee, go
C2928	ⲡⲱⲧ	course, flight
C2933	ⲡⲓⲧⲉ	bow
C2937	ⲡⲱⲧⲥ	divide, split, crack
C2807	ⲡⲁⲓϭⲉ, ⲡⲱϭⲉ	mouth
C2808	ⲡⲁⲕ	air hole
C3023	ⲡⲱϭⲉ	break, burst
C3024	ⲡⲟϭⲉ	broken piece, fragment, pieces , portions
C3022	ⲡⲟϭⲉ	battlefield
C3005	ⲡⲁϩⲟⲩ	buttocks, hinder part, back
C3006	ⲡⲁϩⲟⲩ	hinder, past
C3004	ⲡⲁϩⲧⲉ	strength, valiance
C2979	ⲡⲱϩ	reach, reach maturity, attain, arrive
C4815	ⲧϩⲡⲟ, ⲡⲱϩ	cause to reach, bring back, accompany
C2997	ⲡⲱϩⲧ	bend, bend self, fall
C2983	ⲡⲱϩⲣⲉ, ⲡⲟⲭⲣⲓ	charm, bewitch
C2946	ⲡⲁϣ	trap, snare
C2976	ⲡⲁϩⲉ	fragment
C2806	ⲡⲟⲉⲓϣ	rung, step
C5387	ⲫⲱϧⲉⲛ	covering-, roofing-planks
C2947	ⲡⲁϣϥ	trap
C2973	ⲡⲱϩ	break, burst, tear, divide
C2974	ⲡⲱϩ	division, piece
C2832	ⲡⲓⲛ	mouse
C2835	ⲡⲱⲛ	be poured, flow
C2836	ⲡⲱⲛ	outflow
C2854	ⲡⲟⲛⲕϥ	bottle, tube
C2847	ⲡⲱⲛⲕ	draw, bail, empty out
C2837	ⲡⲱⲱⲛⲉ, ⲫⲱⲛϩ	change, turn
C2840	ⲡⲱⲱⲛⲉ	removal, change, death
C514	ⲃⲁⲣⲛⲉϩ, ⲃⲣⲁⲛⲉϩ, ⲉⲃⲣⲁ	linseed
C633	ⲉⲃⲣⲁ, ⲉⲃⲣⲓ, ⲉϥⲣⲁ, ⲃⲣⲉϣⲏⲩ	seed
C2944	ⲡⲁⲩⲣⲉ, ⲡⲁⲩⲣⲏ	increase, grow
C2945	ⲡⲁⲩⲣⲉ	growth
C2871	ⲡⲉⲓⲣⲉ	coming, shining forth
C2862	ⲡⲣⲱ, ⲫⲣⲱ, ⲡⲣⲟⲩ, ⲡⲗⲱ, ⲡⲉⲓⲣⲉ	winter
C5369	ⲫⲉⲗ	bean
C2824	ⲡⲗⲟϭ	portion, part
C2825	ⲡⲟⲗϭⲥ	clod, lump
C2820	ⲡⲱⲗϭ	be agreed, reach satisfaction, decide
C7676	ϭⲗⲁⲡ	lump, mass
C2901	ⲡⲣⲁϣ	division, branch
C2895	ⲡⲱⲣϣ	be spread
C2896	ⲡⲱⲣϣ	thing spread
C2900	ⲡⲣⲏϣ	thing spread
C2876	ⲡⲟⲣⲕ	outer mantle of clerics, monks
C2880	ⲡⲱⲣⲕ	be plucked out, destroyed
C2881	ⲡⲱⲣⲕ	plucking out
C2903	ⲡⲱⲣϫ	divide, be divided
C2904	ⲡⲱⲣϫ	separation, parting
C2868	ⲡⲏⲣⲉ	quail
C2912	ⲡⲓⲥⲉ	be cooked, melted
C2913	ⲡⲓⲥⲉ	thing cooked
C2919	ⲯⲓⲥ, ⲯⲓⲧ	nine
C2995	ⲡⲱϩⲥ	bite
C2996	ⲡⲱϩⲥ	bite
C2966	ⲡⲱϣⲥ	be amazed, beside oneself
C2969	ⲡⲱϣⲥ	amazement
C2962	ⲡⲁϣⲛⲉ	service, ordination
C2958	ⲡⲱϣⲛ	do service, serve
C2959	ⲡⲱϣⲛ	service, ordination
C2964	ⲫⲟϣⲛⲉϥ	ordination
C2963	ⲡⲁϣⲛⲉⲥ	ordination
C2956	ⲡⲁϣⲉ	division, half
C2949	ⲡⲱϣ	divide, be separate
C2951	ⲡⲱϣ	division
C2940	ⲡⲱⲧϩ	carve, engrave, depict
C2941	ⲡⲱⲧϩ	thing carved, graven, wrought
C2874	ⲡⲱⲱⲣⲉ	dream
C690	ⲉⲡⲱ	part of fastening of door
C2791	ⲡⲉ	leap, jump
C2786	ⲡⲉ, ⲛⲉ	masc. possessive article sg.
C2787	ⲡⲉ, ⲡⲟⲩ, ⲡⲉ	your
C2788	ⲡⲉ, ⲛⲉ	sg. masc. copula
C2922	ⲡⲁⲧ	knee
C2805	ⲡⲁⲓϣⲉ	a disease producing pustuls, swelling
C2809	ⲡⲁⲕⲉ	be, become light, thin
C2810	ⲡⲁⲕⲉ	lightness
C2813	ⲡⲟⲕϥ	thin sheet, plate
C2795	ⲡⲏ	patricians
C7552	ϭⲓ	figure, manner
C7746	ϭⲓⲛ	act of, manner of
C1112	ⲕⲃⲟ, ⲕⲃⲁ	be, become cool
C1113	ⲕⲃⲟ, ⲕⲃⲁ	coolness
C1116	ⲕⲃⲱⲟⲩ	cool wind ; coolness
C1102	ⲕⲏⲃⲓ, ⲕⲁⲃⲓ	jar, pitcher
C1117	ⲕⲱⲃϩ, ⲕⲟⲟⲃϩ	sinew, cord
C1413	ⲕⲓⲧⲉ	sleep
C2458	ⲛⲕⲟⲧⲕ	sleep
C2459	ⲛⲕⲟⲧⲕ	sleep
C1409	ⲕⲁⲧⲟ	boat, skiff
C1394	ⲕⲁϯ	know, understand
C1395	ⲕⲁϯ	knowledge, understanding
C1411	ⲕⲓⲧⲉ	double drachma
C1437	ⲕⲟⲧ	circular motion, turn, visit
C1442	ⲕⲟⲧ	wheel
C1443	ⲕⲟⲧ, ⲕⲁⲧ	basket
C1451	ⲕⲧⲟ	turn, surround
C1459	ⲕⲧⲟ	turning, return, what surrounds
C1416	ⲕⲱⲧⲉ	turn, go around
C1431	ⲕⲱⲧⲉ	turning round, circuit, surroundings
C1433	ⲕⲱⲧⲉ	about, concerning
C4232	ⲧⲕⲧⲟ, ⲕⲱⲧⲉ	put around, go around, set around
C1391	ⲉⲕⲱⲧ	builder, mason
C1383	ⲕⲱⲧ	build, form
C1385	ⲕⲱⲧ	act of building
C7929	ϭⲟⲧ	sort, form
C8004	ϭⲟⲩϫ	safflower
C1467	ⲕⲱⲧϥ	gather
C1265	ⲕⲟⲛϥ	a title or epithet
C1504	ⲕⲟⲟϩ, ⲕⲱϩ	angle, corner
C3451	ⲥⲉⲕⲉϩ	clear out
C7490	ϫⲁϩϫϩ	strike, hammer, beat
C7491	ϫⲁϩϫϩ	beating
C7492	ϫⲁϩϫϩ	beaten
C1516	ⲕⲁϩⲥ	custom
C5409	ⲭⲟⲥ	eructation, vomiting
C1222	ⲕⲙⲕⲙ	strike, beat
C1223	ⲕⲙⲕⲙ	drum
C1237	ⲕⲟⲙⲙⲉ	gum
C1215	ⲕⲓⲙ	move, be moved
C1216	ⲕⲓⲙ	movement
C2121	ⲙⲁⲧⲉⲙ	trident, three-pronged fork
C7705	ϭⲁⲙ	bull
C1213	ⲕⲁⲙ	reed, rush
C1243	ⲕⲏⲛ	cease, fail
C1248	ⲕⲛⲛⲉ	be fat, sweet
C1249	ⲕⲛⲛⲉ	fatness, sweetness
C1261	ⲕⲛⲁⲁⲩ	sheaf
C7810	ϭⲱⲛϭ	wring , nip off
C7801	ϫⲓⲛϯ, ϭⲓⲛ	anger, wrath
C444	ⲃⲱⲗⲕ, ϭⲱⲛⲧ	be wrath
C7787	ϭⲱⲛⲧ	be angry
C7788	ϭⲱⲛⲧ	anger, rage, wrath
C7789	ϭⲱⲛⲧ	angry, enraged
C1263	ⲕⲉⲛⲉⲫⲓⲧⲉⲛ	kind of loaf or cake
C1268	ⲕⲛϩⲉ	porch, shrine
C1258	ⲕⲛⲧⲉ	fig
C1120	ⲕⲟⲩⲕ	a bird
C1119	ⲕⲟⲩⲕ, ⲕⲟⲩⲕⲉ	rhind
C1127	ⲕⲟⲩⲕⲉ	rind, skin
C1122	ⲕⲱⲕ	peel, strip off, divest
C1123	ⲕⲱⲕ	bareness, nakedness
C1293	ⲕⲣⲟ	shore, further side, limit
C1294	ⲕⲣⲟ	valley, hill
C7597	ϭⲱⲗ	collect, gather
C7599	ϭⲱⲗ	return, roll back
C3443	ⲥⲕⲟⲣⲕⲣ	roll, be rolled
C3444	ⲥⲕⲟⲣⲕⲣ	rolling
C1195	ⲕⲉⲗϥⲓ	eyelid
C1196	ⲕⲗⲁϥⲧ	hood, cowl
C1339	ⲕⲣⲟϥ	guile, ambush
C1340	ⲕⲣⲟϥ	guileful, false
C1205	ⲕⲗϩⲉ	blow
C1197	ⲕⲱⲗϩ	strike, knock
C1204	ⲕⲱⲗϩ	blow, knock
C7690	ϭⲁⲗⲁϩⲧ	pot
C1308	ⲕⲱⲣⲙ	smoke
C1315	ⲕⲣⲙⲧⲥ	smoke, mist
C742	ⲉⲧⲛⲓⳉ, ⲕⲣⲙⲉⲥ	ashes
C1318	ⲕⲣⲙⲉⲥ	ash, soot, dust
C1319	ⲕⲣⲙⲉⲥ	ash, soot, dust
C1309	ⲕⲣⲙⲣⲙ	murmur, be vexed
C1310	ⲕⲣⲙⲣⲙ	murmuring, complaint
C1162	ⲕⲉⲗⲱⲗ, ⲕⲟⲩⲗⲱⲗ	pitcher, jar
C1165	ⲕⲗⲟⲟⲗⲉ	cloud
C7658	ϭⲗⲓⲗ	burnt offering
C1373	ⲕⲁⲓⲥⲉ, ⲕⲉⲓⲥⲉ, ⲕⲉⲥⲉ	preparation for burial, embalming
C1330	ⲕⲱⲣϣ	request, persuade, cajole
C1331	ⲕⲱⲣϣ	entreaty, persuasion
C1335	ⲕⲟⲣϣϥ	flatterer
C7182	ϫⲓⲗⲗⲉⲓ, ϭⲗ	shield
C7583	ϭⲗ	weapon, shield
C1358	ⲕⲁⲥ	bone
C1363	ⲕⲁⲥ	stone, pit
C1366	ⲕⲱⲱⲥ, ⲕⲱⲛⲥ, ⲕⲱⲱⲥⲉ	dress, prepare corpse for burial, bury
C1367	ⲕⲱⲱⲥ, ⲕⲱⲛⲥ, ⲕⲱⲱⲥⲉ	corpse
C1121	ⲕⲟⲩⲕ, ϭⲟⲩϭ	fruit of the doum palm
C1046	ⲕⲏ	river-bank
C1050	ⲕⲟⲓⲉ	field
C1473	ⲕⲟⲟⲩ, ⲕⲱⲟⲩ, ⲕⲁⲩ	length of time
C641	ⲉⲕⲓⲃⲉ, ⲕⲓⲃⲉ, ⲙⲛⲟⲧ	breast, nipple
C1271	ⲕⲁⲡ	string
C1096	ⲕⲃⲃⲉ	fold, crease
C1097	ⲕⲟⲟⲃⲉϥ	doubling
C1094	ⲕⲱⲃ	be doubled
C1095	ⲕⲱⲃ	double, return, repetition
C8039	ϭⲉϭⲟⲩ	a dark fuel
C8032	ϭⲱϭ	roast, bake
C8033	ϭⲱϭ	backed bread
C4211	ⲧⲱⲕ	kindle, stoke, heat
C4213	ⲧⲱⲕ	baking
C1494	ⲕⲁϩ	earth, soil
C1503	ⲕⲟⲉⲓϩ, ⲕⲁⲓϩ	sheath
C1524	ⲕⲱϩⲧ	fire
C1156	ⲕⲗⲗⲉ	bolt
C1157	ⲕⲗⲗⲉ	bolt
C7682	ϭⲗⲧⲉ	an object given as security
C1503	ⲕⲟⲉⲓϩ, ⲕⲁⲓϩ	sheath
C1501	ⲕⲉϩ	arm
C1529	ⲕⲉϩⲧⲉ	loin, hip
C1530	ⲕⲉϩⲧⲉ	loin, hip
C1504	ⲕⲟⲟϩ, ⲕⲱϩ	angle, corner
C1505	ⲕⲟⲟϩ, ⲕⲱϩ	angle, corner
C1495	ⲕⲁϩ	district, province
C615	ⲉ, ⲁ, ⲉⲣⲟ, ⲉⲗⲁ, ⲁⲣⲁ, ⲛ	to, for, according to, as regards
C7055	ϫⲉ	namely
C3178	ⲣⲱⲧ	grow, sprout, be covered with a growth
C3179	ⲣⲱⲧ	growth
C3177	ⲣⲏⲧ	a title
C3185	ⲣⲏⲧⲉ	manner, fashion, likeness
C1737	ⲗⲉϩ	care, anxiety
C3249	ⲣⲁϩⲧⲥ	striking, slaughter
C3242	ⲣⲁϩⲧ	cleaner, fuller
C3243	ⲣⲁϩⲧ	cleaner, fuller
C3239	ⲣⲱϩⲉ	become, be clean
C3240	ⲣⲱϩⲉ	cleansing
C2647	ⲛⲟϩ ⲛⲣⲱϣ, ⲣⲱϣ	land measure
C3221	ⲣⲱϣ	measure
C5673	ϣ	know, be able, permitted
C1742	ⲗϩⲱⲃ, ⲗϩⲱⲱϥ, ⲁⲗϩⲱⲃ	steam, vapour
C3242	ⲣⲁϩⲧ	cleaner, fuller
C3243	ⲣⲁϩⲧ	cleaner, fuller
C3254	ⲣⲁϩⲧⲉ	cauldron
C3080	ⲣⲱⲕϩ	burn
C3081	ⲣⲱⲕϩ	burning, fervour
C3083	ⲣⲟⲕϩ	fuel, firewood
C3086	ⲣⲁⲙⲉ	perch of Nile
C3087	ⲣⲁⲙⲉ	perch of Nile
C3088	ⲣⲓⲙⲉ, ⲧⲣⲙⲓⲟ	weep
C3089	ⲣⲓⲙⲉ	weeping
C3090	ⲣⲙⲉⲓⲏ	tear
C3106	ⲣⲁⲙⲱⲛⲉ	part of door, post
C3144	ⲣⲉⲣⲙⲏ	1/2 arura
C3092	ⲣⲱⲙⲉ	man, human being
C3093	ⲣⲱⲙⲉ	man, human being
C3094	ⲣⲱⲙⲉ	human
C3095	ⲣⲱⲙⲉ	any one, no one
C3121	ⲣⲁⲛ	name
C485	ⲃⲛⲣⲁⲩⲛⲉ, ⲣⲟⲟⲩⲛⲉ	virgin palm
C3203	ⲣⲟⲟⲩⲛⲉ	virgin, virginity
C3204	ⲣⲟⲟⲩⲛⲉ	virgin
C3109	ⲣⲟⲙⲡⲉ	year
C1603	ⲗⲟⲩⲕⲗⲁⲕ	bad, wicked
C3073	ⲣⲁⲕⲧⲥ	bent, direction, perversion
C3077	ⲣⲉⲕⲣⲓⲕⲉ, ⲣⲓⲕⲉ	bending, nodding
C3066	ⲣⲓⲕⲉ	bend, turn, incline
C3068	ⲣⲓⲕⲉ	turning, inclination
C6110	ϣⲧⲟⲩⲗ	hook
C3137	ⲣⲁⲁⲣ, ⲣⲁⲁⲣⲉ, ⲣⲁⲓⲣⲉ	sucking pig
C3132	ⲣⲓⲣ	swine, pig
C3146	ⲣⲁⲥⲟⲩ	dream
C3150	ⲣⲏⲥ	south
C3151	ⲣⲏⲥ	south, southern
C3058	ⲣⲟⲉⲓⲥ	be awake, watch
C3060	ⲣⲟⲉⲓⲥ	watch, guard
C3145	ⲣⲥⲱ	fold
C3222	ⲣⲁϣⲉ	rejoice
C3223	ⲣⲁϣⲉ	gladness, joy
C3233	ⲣⲉϣⲣⲉϣ	shoot, flower
C47	ⲁⲗⲟ, ⲗⲟ	cease, stop!
C1547	ⲗⲟ, ⲗⲁ	cease, stop
C3201	ⲣⲟⲟⲩⲉ	stubble
C5136	ⲟⲩⲣⲟⲧ	be glad, be eager, be ready, rejoice
C5137	ⲟⲩⲣⲟⲧ	gladness, abundance, zeal
C3235	ⲣⲟⲩϩⲉ	evening
C3207	ⲣⲟⲟⲩϣ	have care for, be intent on
C3208	ⲣⲟⲟⲩϣ	care, concern
C3049	ⲣⲁ	part, fraction
C3038	ⲣⲟ	mouth
C3055	ⲣⲟ	goose
C3034	ⲣⲏ	sun
C3035	ⲣⲏ	sun-god Re
C3261	ⲥ	she
C3262	ⲥ	she; her, hers
C3283	ⲥⲉ	they
C3284	ⲥⲉ, ⲥⲟⲩ	them
C3301	ⲥⲟⲩ, ⲥⲉ	them
C3271	ⲥⲁ, ⲥϩⲓⲙⲉ	man
C3272	ⲥⲁ, ⲥϩⲓⲙⲉ	man
C3286	ⲥⲉ	seat, place
C3287	ⲥⲉ	place of
C5711	ϣⲏⲓ	pit, cistern
C3351	ⲥⲃⲃⲉ	circumcise
C3352	ⲥⲃⲃⲉ	circumcision
C3340	ⲥⲏⲃⲉ	reed
C3343	ⲥⲓⲃ	tick
C213	ⲁⲥⲟⲩ, ⲉⲥⲟⲩ, ϣⲉⲃⲓⲱ	price, value
C5743	ϣⲓⲃⲉ	change
C5751	ϣⲓⲃⲉ	change, be changed, separate
C5752	ϣⲓⲃⲉ	change, difference
C6155	ϣⲟⲩⲱⲃⲉ	throat
C3868	ⲥⲟⲩⲕⲏ	planet Mercury
C3374	ⲥⲃⲱϩ, ⲥⲃⲟϩ	implore
C3378	ⲥⲱⲃϩ	become, be leprous
C3379	ⲥⲱⲃϩ	leprosy
C3373	ⲥⲃϣⲉ	shield
C3360	ⲥⲃⲗⲧⲉ	roll over, about
C3361	ⲥⲉⲃⲉⲛ	bandage, selvage
C3867	ⲥⲱⲟⲩⲃⲉⲛ, ⲥⲁⲩⲃⲟⲩ	grass
C5760	ϣⲃⲓⲛ	grain, cereal
C5761	ϣⲃⲓⲛ	name of plant or cereal
C5964	ϣⲱⲛϥ	join, come together
C5965	ϣⲱⲛϥ	union, unity
C3365	ⲥⲟⲃⲧ	wall , fence
C3344	ⲥⲱⲃⲉ	laugh, play
C3345	ⲥⲱⲃⲉ	laughter, derison
C2521	ⲛⲉⲥⲃⲱⲱ, ⲥⲁⲃⲉ	be wise
C3327	ⲥⲁⲃⲉ, ⲛⲉⲥⲃⲱⲱ	wise person
C3330	ⲥⲁⲃⲉ	wise
C3313	ⲥⲃⲟ, ⲥⲃⲱ, ⲥⲁⲃⲟ, ⲧⲥⲁⲃⲟ	learn
C3337	ⲥⲃⲟⲩⲓ	disciple, apparentice
C3314	ⲥⲃⲱ	doctrine, teaching
C3335	ⲥⲉⲃ, ⲥⲏⲃ	knowing, cunning person
C860	ⲧⲥⲁⲃⲟ ⲛⲉⲓⲁⲧ ⲉⲃⲟⲗ, ⲧⲥⲁⲃⲟ	instruct, inform
C4561	ⲧⲥⲁⲃⲟ, ⲥⲁⲃⲉ	make wise, teach, show
C4562	ⲧⲥⲁⲃⲟ, ⲥⲁⲃⲉ	teaching, instruction
C3312	ⲥⲃⲉ	door, gate
C3860	ⲥⲓⲟⲩ	star
C6228	ϣⲟⲉⲓϫ	athlete, gladiator
C6229	ϣⲟⲉⲓϫ	athlete, gladiator
C6224	ϣⲱϫⲉ	contend, wrestle
C6225	ϣⲱϫⲉ	contest
C6230	ϣⲟⲉⲓϫϥ	athlete, gladiator
C6231	ϣϫⲉ	locust
C6095	ϣⲁⲁⲧⲥ	cutting, ditch
C5785	ϣⲓⲕ	what is dug, depth
